Phone Number,Message,Received,Spam
JM-JIOENG ,Received,"Dear User,
Grab your chance to win exciting DISCOUNTS! Hurry up & claim your coupons NOW. Check now on https://t.jio/mywinnings-0000 T&C 
Team JioCoupon",1
JM-JIOENG ,Received,"Dear User, you've got My0000Circle Get Flat Rs 0000 Bonus for your participation on Specials. Use code JFLAT0000 on https://t.jio/mywinnings T&C",1
JM-JIOENG ,Received,"Dear User, You've got Specials coupon of Get Flat 0000 bonus cash on My Winnings. Click on https://t.jio/winnings-MYIPL0000K to claim. T&C",1
JM-JIOENG ,Received,"Dear User, you've got My0000Circle for your participation on Specials. Use code Get Flat 0000 bonus cash on https://t.jio/winnings-MYIPL0000K T&C",1
JM-JIOINF ,Received," Jio        
MyJio   0000    
0000      
        www.jio.com/r/t0000KsJccQQ",1
JM-JIOINF ,Received," Jio        
MyJio   0000    
0000      
        www.jio.com/r/u0000FRMJQyl",1
JM-JIOINF ,Received,"    0000     0000-0000-0000  ,  0000-0000-0000    |     0000.0000  |        https://www.jio.com/billpay               |             |",1
JM-JIOINF ,Received," Jio        
MyJio   0000    
0000      
        www.jio.com/r/vgIcHk0000qt",1
JM-JIOINF ,Received,"   !              
  0000       Jio   ",1
JM-JIOINF ,Received," Jio        
MyJio   0000    
0000      
        www.jio.com/r/vPp0000RLyw",1
JM-JIOINF ,Received,"Never miss out on important information! Keep your email ID updated to receive monthly bills & other information related to your Jio number. To check your contact details and to update, click www.jio.com/r/LfCg0000T0000",1
JM-JIOINF ,Received,"Never miss out on important information! Keep your email ID updated to receive monthly bills & other information related to your Jio number. To check your contact details and to update, click www.jio.com/r/LjSHH0000D0000",1
JM-JIOINF ,Received,"Never miss out on important information! Keep your email ID updated to receive monthly bills & other information related to your Jio number. To check your contact details and to update, click www.jio.com/r/LohYhY0000t0000",1
JM-JIOINF ,Received,"Never miss out on important information! Keep your email ID updated to receive monthly bills & other information related to your Jio number. To check your contact details and to update, click www.jio.com/r/LteoAEYt0000",1
JM-JIOINF ,Received,"   TRUE 0000G !
   Jio    
      TRULY UNLIMITED 0000G  (0000 Gbps   )     
 Jio TRUE 0000G         :
0000. ->     ->           
0000. ->  ->  ->->  0000G      0000G    
     https://youtu.be/glqtACtRUDI
Jio TRUE 0000G    
Jio      ",1
JM-JIOINF ,Received,"YOU HAVE TRUE 0000G!
Your number has received the Jio Welcome Offer.
You can use TRULY UNLIMITED 0000G data with upto 0000 Gbps speeds, at no additional cost.
Kindly do the following to experience JioTrue0000G:
0000. Update the latest software of your device by going to Settings->About Device->Software Update
0000. Kindly select 0000G network on your handset by visiting -> Settings->Mobile Network->SIM->Network Type 0000G
See https://youtu.be/jskWALw0000qtg
Enjoy the JioTrue0000G experience.
With Love,
From Jio",1
JM-JIOJCN ,Received,"Dear User, You've got My0000Circle coupon of Flat 0000 bonus cash on My Winnings. Click on https://t.jio/winnings-MY0000REP to claim. T&C",1
JM-JIOMRT ,Received,"Dear Customer, we regret to inform that your order is delayed due to reasons beyond our control. You can be rest assured that we will make sure your package is delivered to you at the earliest. Thank you for your patience and understanding. For any further assistance, please visit our website at www.jiomart.com or login to Web App. Dhanyavaad, Team JioMart",0
JM-JioSvc ,Received,"Your Jio number is ready for use.
 For seamless data experience across the 
country, set the 'Data Roaming' as On/Always.
 To know 'How to Set up Jio Network' on mobile,
 click https://www.youtube.com/watch?v=
U0000HCntJ0000N0000",1
JM-JIOURG ,Received,"Your bill dated 0000-0000-0000 for Jio Number 0000 is due for payment on 0000-0000-0000.
To know your bill amount and to pay your bill through MyJio app, click https://www.jio.com/billpay
Overdue charges will be applicable, in case of delay in payment. Kindly ignore, if already paid.
For any clarification, you can call us at 0000 from your Jio number.",0
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/IG0000d0000. Team Jio,1
JM-JIOVOC ,Received,"    0000  Jio         Jio       www.jio.com/r/IIAHY0000JJY       ,  Jio",1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/IJ0000fIv0000ZS. Team Jio,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/IKFABo0000ws       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/ILadUDCqj to share your feedback.,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/IM0000ECuyjO. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/IPRjn0000aDH. Team Jio,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/IQsQU0000DFU       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/IQWTMgKjR to share your feedback.,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/ISM0000jnRjj. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/IVGYnT0000. Team Jio,1
JM-JIOVOC ,Received,"    0000  Jio         Jio       www.jio.com/r/IWlbESF0000m       ,  Jio",1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/IYztZmSuY. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/I0000uUYNn0000. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/I0000rbayMMm. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/I0000mGshJxt. Team Jio,1
JM-JIOVOC ,Received,"    0000  Jio         Jio       www.jio.com/r/JbnpYJ0000kw       ,  Jio",1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JgBvDVaEC. Team Jio,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/JhBlo0000mdM       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/Jh0000Roed0000 to share your feedback.,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JjuNXIOdg. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JmrrhZdc0000. Team Jio,1
JM-JIOVOC ,Received,"    0000  Jio         Jio       www.jio.com/r/JokJDw0000gE       ,  Jio",1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JpnkmXgzi. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JskQCFFY0000. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JvhJ0000icJf. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JxVfJl0000qc. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JAEfFCjj0000. Team Jio,1
JM-JIOVOC ,Received,"    0000  Jio         Jio       www.jio.com/r/JARlLtZPp       ,  Jio",1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JDvDa0000NS0000. Team Jio,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/JEgejBEQd       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/JEKu0000PXv0000 to share your feedback.,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JF0000kUML0000o. Team Jio,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/uQ0000Gr0000Vw       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/JHR0000zGfGe to share your feedback.,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JIDkZWGPj. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JLsuk0000mXo. Team Jio,1
JM-JIOVOC ,Received,"    0000  Jio         Jio       www.jio.com/r/JMO0000CJUBJ       ,  Jio",1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/JQou0000T0000kU       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/JQRj0000yA0000I to share your feedback.,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JRdcmI0000yC. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JT0000NVHq. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/JXo0000nhTj0000. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/J0000dTSNigP. Team Jio,1
JM-JIOVOC ,Received,"    0000  Jio         Jio       www.jio.com/r/J0000iSrMCfe       ,  Jio",1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/J0000bCuRnvV. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/J0000L0000f0000GXQ. Team Jio,1
JM-JIOVOC ,Received,Thank you for being our valued PostPaid Customer. We would love to get your feedback on Postpaid experience to improve our services. Please click on www.jio.com/r/KaAANiqND. Team Jio,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/Ke0000eUlkSM       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/KfBYJ0000NyG to share your feedback.,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/KjWgbRha0000       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/KkuU0000XQzM to share your feedback.,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/KwDumBrl0000       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/KxcuP0000kkG to share your feedback.,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/KMy0000lxS       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/KM0000AC0000mh to share your feedback.,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/KQxqV0000DBu       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/KQZm0000tHVO to share your feedback.,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/KZbJ0000GTw       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/KZCgysUm0000 to share your feedback.,1
JM-JIOVOC ,Received,"Thank you for being an active user of the MyJio App. In order to enable us to provide you with the best digital experience, please share your feedback on MyJio app by clicking www.jio.com/r/K0000f0000hYFQq. Thank you, Team Jio",1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/K0000P0000SFHdE to share your feedback.,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/LgaxP0000OlD       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/LgOP0000yrU to share your feedback.,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/LBUHPHLdu       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/LCAX0000Et to share your feedback.,1
JM-JIOVOC ,Received,MyJio app                         www.jio.com/r/LMpC0000MweN       Jio,1
JM-JIOVOC ,Received,We are eager to know your feedback on the usage of MyJio app. Please click www.jio.com/r/LM0000YihTEt to share your feedback.,1
JM-JLRMMY ,Received,"Congrats 0000XX,
Receive Free Rs. 0000 Diwali Welcome Bonus on Junglee Rummy!
Prize Pool - Rs. 0000,0000,0000,0000 (0000 Crore)
Join Now - https://0000.gmg.im/NUBWv",1
JM-JLRUMY ,Received,"Dear 0000XX, Free Rs. 0000 Diwali welcome bonus can be credited to your Junglee Rummy account. Download Now & Claim: https://0000.gmg.im/bCTSN0000",1
JM-LNTFIN ,Received,"Dear Sandipan, as a valued customer of L&T Finance, avail a pre-approved personal loan of 0000.0000. Click on the link. http://acl.cc/0000dd0000yEBa",1
JM-LNTFPL ,Received,"Dear Sandipan, as a valued customer of L&T Finance, avail a pre-approved personal loan of 0000.0000. Click on the link. http://acl.cc/m0000b0000",1
JM-LNTFPL ,Received,"Dear Sandipan, we are happy to have you as a valued L&T Finance customer! Avail a pre-approved personal loan of 0000.0000. Click http://acl.cc/KdWAxV0000 to apply.",1
JM-LNTFPL ,Received,"Dear Sandipan, this festive season, get instant pre-approved loans up to 0000 lakh by L&T Finance. Click http://acl.cc/0000p0000AV0000y to apply. L&T Finance.",1
JM-LNTFPL ,Received,"Dear Sandipan, get pre-approved personal loan of up to Rs. 0000 lakh instantly with L&T Finance. Click here http://acl.cc/Eo0000o0000qe to apply",1
JM-LNTFPL ,Received,"Dear Customer, get a Digital Personal Loan today from L&T Finance. No income proof required. Click http://acl.cc/YyZwGRaG
 to apply now.",1
JM-LNTFPL ,Received,"Dear Customer, get a Digital Personal Loan today from L&T Finance. No income proof required. Click http://acl.cc/0000vLokXyb
 to apply now.",1
JM-LNTFPL ,Received,Dear Sandipan L&T Finance presents Easy & Effortless pre-approved personal loan up to Rs. 0000 lakh. Click here http://acl.cc/0000nvwm0000lJ,1
JM-LNTFPL ,Received,"Dear Sandipan get festive-ready with an instant pre-approved personal loan up to Rs 0000 lakh by L&T Finance. Click here http://acl.cc/YyAxGjpZ
 to apply.",1
JM-LNTFPL ,Received,"Dear Sandipan get festive-ready with an instant pre-approved personal loan up to Rs 0000 lakh by L&T Finance. Click here http://acl.cc/0000Yd0000jeR
 to apply.",1
JM-LNTFPL ,Received,Dear Sandipan L&T Finance presents Easy pre approved personal loan up to Rs. 0000 lakh. Click here http://acl.cc/0000RKgGBOe,1
JM-LNTFPL ,Received,"Dear Sandipan, Quick Disbursal. Get a Personal Loan of Rs of Rs 0000 lakh from L&T Finance in a few minutes. Click here http://acl.cc/EoAjWyOo to apply.",1
JM-LNTFPL ,Received,"Dear Sandipan, Quick Disbursal. Get a Personal Loan of Rs of Rs 0000 lakh from L&T Finance in a few minutes. Click here http://acl.cc/0000YMnpZyp to apply.",1
JM-NBHome ,Received,"Hi Sandipan Dutta, need some help finding a house? A NoBroker plan can give you MORE convenience & you can contact 0000 owners! Click - https://u0000.mnge.co/nAKx0000WR",1
JM-NBHome ,Received,Get 0000% DISCOUNT upto Rs0000 on Packers & Movers with your NB Cash! Get a FREE quote here from Nobroker - https://u0000.mnge.co/0000qLLjDE,1
JM-NBHome ,Received,"Hi Sandipan Dutta, need help with house hunting? A NoBroker Relationship Manager can help, get a house with ZERO hassles & ZERO brokerage! Click https://u0000.mnge.co/LpKYMpX",1
JM-NBHome ,Received,"Hi Sandipan Dutta, SAVE Rs0000 on brokerage! Choose NoBroker Freedom Plan for just Rs0000! Make a smart choice click https://u0000.mnge.co/kxGBzg0000 Call 0000",1
JM-NBHome ,Received,"Hi Sandipan Dutta, need help with house hunting? A NoBroker Relationship Manager can help, get a house with ZERO hassles & ZERO brokerage! Click https://u0000.mnge.co/JnLl0000y0000",1
JM-NBHome ,Received,"Hi Sandipan Dutta, need some help finding a house? A NoBroker plan can give you MORE convenience & you can contact 0000 owners! Click - https://u0000.mnge.co/pDODoQV",1
JM-NBHome ,Received,"Hi Sandipan Dutta, looking for affordable Packers & Movers? NoBroker offers you 0000-star services with the Lowest Price Guarantee! Hurry, Book now https://u0000.mnge.co/0000nq0000qoG",1
JM-NBHome ,Received,"Hi Sandipan Dutta, Over 0000 lac happy customers drafted an online rental agreement with NoBroker. Get yours today: https://u0000.mnge.co/ooQB0000qK",1
JM-NBHome ,Received,"Hi Sandipan Dutta, need help with house hunting? A NoBroker Relationship Manager can help, get a house with ZERO hassles & ZERO brokerage! Click https://u0000.mnge.co/0000n0000nqrZ",1
JM-NBHome ,Received,"Hi Sandipan, 
We tried calling you regarding your Packers & Movers booking. Please get back to us on +0000. 
Regards, 
NoBroker Packers & Movers team",1
JM-NBHome ,Received,"Hi Sandipan Dutta, need help with house hunting? A NoBroker Relationship Manager can help, get a house with ZERO hassles & ZERO brokerage! Click https://u0000.mnge.co/PkNGqy0000",1
JM-NBHome ,Received,"Hi Sandipan Dutta, Over 0000 lac happy customers drafted an online rental agreement with NoBroker. Get yours today: https://u0000.mnge.co/kkZ0000Wk0000",1
JM-NBHome ,Received,"Hi Sandipan Dutta, HURRY! You got the lowest Packers & Movers quote, dont lose out on these prices, book now on NoBroker - Call now 0000",1
JM-NBHome ,Received,"Hi Sandipan Dutta, Whoohoo! Heres an additional 0000% DISCOUNT just for you! Book your slot on NoBroker Packers & Movers now - Call now 0000",1
JM-NBHome ,Received,"Hi Sandipan Dutta, over 0000 people use NoBroker Packers & Movers every week! You can move with the best in the industry too - Call now 0000",1
JM-NBHome ,Received,"Hi Sandipan Dutta, Over 0000 lac happy customers drafted an online rental agreement with NoBroker. Get yours today: https://u0000.mnge.co/0000OpX0000Qz",1
JM-NBHome ,Received,Get 0000% DISCOUNT upto Rs0000 on Packers & Movers with your NB Cash! Get a FREE quote here from Nobroker - https://u0000.mnge.co/oo0000RRGL,1
JM-NBHome ,Received,Get 0000% DISCOUNT upto Rs0000 on Packers & Movers with your NB Cash! Get a FREE quote here from Nobroker - https://u0000.mnge.co/AGQA0000ln,1
JM-NBHome ,Received,Get 0000% DISCOUNT upto Rs0000 on Packers & Movers with your NB Cash! Get a FREE quote here from Nobroker - https://u0000.mnge.co/0000mgOO0000,1
JM-NBHome ,Received,"Hi Sandipan Dutta, looking for affordable Packers & Movers? NoBroker offers you 0000-star services with the Lowest Price Guarantee! Hurry, Book now https://u0000.mnge.co/VxnoMZW",1
JM-NBHome ,Received,"Hi Sandipan Dutta, looking for affordable Packers & Movers? NoBroker offers you 0000-star services with the Lowest Price Guarantee! Hurry, Book now https://u0000.mnge.co/pvLBxnr",1
JM-NBHome ,Received,"Hi Sandipan Dutta, looking for affordable Packers & Movers? NoBroker offers you 0000-star services with the Lowest Price Guarantee! Hurry, Book now https://u0000.mnge.co/knpKLwx",1
JM-NBHome ,Received,"Hi Sandipan Dutta, looking for affordable Packers & Movers? NoBroker offers you 0000-star services with the Lowest Price Guarantee! Hurry, Book now https://u0000.mnge.co/YAOx0000QW",1
JM-NBHome ,Received,"Hi Sandipan Dutta, looking for affordable Packers & Movers? NoBroker offers you 0000-star services with the Lowest Price Guarantee! Hurry, Book now https://u0000.mnge.co/0000K0000vqk",1
JM-NBHome ,Received,"Hi Sandipan Dutta, Buying your dream home can be tricky! Avoid mistakes with NoBrokers Dedicated Property Expert. Visit https://u0000.mnge.co/OBrDgZE",1
JM-NBHome ,Received,"Hi Sandipan Dutta, Buying your dream home can be tricky! Avoid mistakes with NoBrokers Dedicated Property Expert. Visit https://u0000.mnge.co/lwQRG0000g",1
JM-NBHome ,Received,"Hi Sandipan Dutta. Before you move out, help your current owner find tenants with NoBroker. Share their contact & win Amazon Vouchers worth Rs. 0000. Click here- https://u0000.mnge.co/0000ZGkK0000w",1
JM-NBHome ,Received,Looking to buy property? Get end to end interior solutions for your new home at the lowest prices with NoBroker home interiors. Click https://u0000.mnge.co/B0000Lnj0000Y,1
JM-NBHome ,Received,"Hey, give your home a makeover! Get up to 0000% off on 0000 star rated Interior services with NoBroker! Click https://u0000.mnge.co/G0000x0000OJv",1
JM-NIVBUP ,Received,"Dear Sandipan Dutta, we tried reaching you today regarding renewal of your Niva Bupa Health Insurance policy. Click here https://bit.ly/0000J0000H0000y0000 to renew your policy or call us on 0000-0000-0000 for any assistance. Regards, NivaBupa",0
JM-NIVBUP ,Received,"Dear Sandipan Dutta, Your Niva Bupa Health Pulse policy no. 0000 is due on 0000-0000-0000 , Renew now in 0000 mins. https://tinyurl.com/y0000e0000vt.Please ignore if already paid.",0
JM-NIVBUP ,Received,Dear Mr. Dutta. Thank you for choosing Niva Bupa Health Insurance. Your policy is now active with Niva Bupa and your Policy number is 0000,0
JM-NIVBUP ,Received,"Dear Sandipan Dutta, we have received a payment of Rs. 0000 towards your health insurance application no. 0000 on 0000/0000/0000. Kindly note that issuance of your policy is subjected to payment clearance by your banking partner and other T&C -Team Niva Bupa",0
JM-NIVBUP ,Received,"Thank you for choosing Niva Bupa as your health insurance partner.Your policy has been renewed, to check details visit www.nivabupa.com",0
JM-NIVBUP ,Received,"Dear Sandipan Dutta, Niva Bupa would love to hear about your recent experience with us. Your feedback helps us create better experience for you! To share feedback, please click here https://s0000ccx.com/thuYBVl",0
JM-NIVBUP ,Received,"Dear Sandipan Dutta, Niva Bupa would love to hear about your recent experience with us. Your feedback helps us create better experience for you! To share feedback, please click here https://s0000ccx.com/PlK0000yan",0
JM-NKGSBK ,Received,"Dear NKGSB Bank Customer, avail Home Loan at 0000.0000% p.a. with 0000% Concession on Processing Fee. To grab this limited period offer, visit your nearest branch or give missed call on 0000 0000. Terms and Conditions Apply.",1
JM-NOBRKR ,Received,"<#> 0000 is your One Time Password (OTP) for Phone no. verification on NoBroker - World's largest brokerage free platform.
A0000jPtLVJWz0000",1
JM-NOBRKR ,Received,"Hi Sandipan,
Sandeep (owner) could not pick your call. Click http://nobr.kr/sv/PXRCY0000 to start chat with owner.
NoBroker",1
JM-NOBRKR ,Received,"Hi Sandipan, 
You have recently searched in NoBroker for 0000 BHK in Owala Naka for Rent. Complete your search by clicking http://nobr.kr/sv/YnzQZ0000 to view newly added properties. NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Your Basic Plan is expired. To contact more owners, click http://nobr.kr/sv/nVG0000. For help, call +0000 0000-0000-0000-0000.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Call Nitish (owner) at 0000 for a brokerage free 0000 BHK in Dombivli (Rs 0000) Or get a Personal Assistant from NoBroker to find a home and arrange house visits for you.
Visit http://nobr.kr/sv/sgMdr or call 0000.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Call Shripad (owner) at +0000 for a brokerage free 0000 RK in Thane (Rs 0000) Or get a Personal Assistant from NoBroker to find a home and arrange house visits for you.
Visit http://nobr.kr/sv/sgMdr or call 0000.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/xpgw0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
New properties are now available in Dombivali East, similar to the ones that you tried contacting recently.
Click http://nobr.kr/sv/YZhG0000 to check them now.
Get a Personal Assistant to find a House.
Visit http://nobr.kr/sv/0000v0000d or call +0000 for more details.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan, Congratulations! Your Commercial Freedom Plan Plan is now active on NoBroker. NoBroker",1
JM-NOBRKR ,Received,"Hi Sandipan, Congratulations! Your Freedom Plan Plan is now active on NoBroker. NoBroker",1
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava Lakeshore Greens, Trinity . A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/RFpR0000.
Team NoBroker",1
JM-NOBRKR ,Received,"Hi Sandipan,
I tried calling you, however the call didn't connect. If you are looking for a brokerage free 0000 BHK in Thane West (Rent: 0000)(link: http://nobr.kr/sv/VDGS0000), please give me a call on +0000 or message me on CHAT(http://nobr.kr/sv/YDGS0000).
Regards,
Ajeet Upadhyay
NoBroker",1
JM-NOBRKR ,Received,"Hi Sandipan,
I tried calling you, however the call didn't connect. If you are looking for a brokerage free 0000 BHK in Experia Mall (Rent: 0000)(link: http://nobr.kr/sv/j0000JW0000), please give me a call on +0000 or message me on CHAT(http://nobr.kr/sv/k0000JW0000).
Regards,
Suganya A
NoBroker",1
JM-NOBRKR ,Received,"Hi Sandipan,
Om C has messaged you about your NoBroker property listing - Yes it's available 
.
To reply click http://nobr.kr/sv/SgHY0000",1
JM-NOBRKR ,Received,"Hi Sandipan,
Call Ajeet from NoBroker at +0000 for a brokerage free 0000 BHK in Thane West (Rs 0000).
Property Code NB-0000
NoBroker",1
JM-NOBRKR ,Received,"Hi Sandipan,

Relationship Manager Ajeet messaged you 'yes
 '
To reply click http://nobr.kr/sv/C0000VY0000

NoBroker",1
JM-NOBRKR ,Received,"Hi Sandipan,
We are pleased to inform you that you can contact 0000 more owners for free. Good luck with your broker free house hunting 
 Cheers,
 www.nobroker.com",1
JM-NOBRKR ,Received,"Hi Sandipan,
Thank you for reporting the 0000 BHK in Dombivli East as rented out. We have highlighted it to the concerned team.
Click here http://nobr.kr/sv/x0000SZ0000 for more brokerage free properties before they get rented out.
NoBroker
#GoBrokerageFree",1
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/zZd0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Jayesh (owner) could not pick your call. Click http://nobr.kr/sv/W0000F0000 to start chat with owner.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
Pooja (owner) could not pick your call. Click http://nobr.kr/sv/qHF0000 to start chat with owner.
NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan, 
You have recently searched in NoBroker for 0000 BHK in D.n.c. High School for Rent. Complete your search by clicking http://nobr.kr/sv/WV0000 to view newly added properties. NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/0000zgTy0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/GWLw0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Vijay Garden. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/DdV0000z0000.
Team NoBroker",0
JM-NOBRKR ,Received,"Hi Sandipan,
You have recently taken the details of a property in Lodha Palava. A new property has just been listed there.
Here is the property link: http://nobr.kr/sv/wyv0000j0000.
Team NoBroker",0
